interaction_id,user_id,reel_id,timestamp,session_id,watch_seconds,watch_percentage,liked,saved,shared,replayed,skipped,followed_creator
INT049197,U000191,CAND000767,2025-09-21T00:49:30,SESS006599,30.3,47.4,0,0,0,0,0,0
INT049198,U000191,RL004154,2025-09-21T00:49:46,SESS006599,2.7,22.7,0,0,0,0,1,0
INT049199,U000191,RL002399,2025-09-21T00:50:28,SESS006599,27.6,36.8,0,0,0,0,0,0
INT049200,U000191,RL004359,2025-09-21T00:50:58,SESS006599,17.9,44.8,0,0,0,0,0,0
INT049201,U000191,CAND000677,2025-09-21T00:51:28,SESS006599,17.7,41.2,0,0,0,0,0,0
INT049202,U000191,RL004096,2025-09-21T00:52:10,SESS006599,22.9,35.3,0,0,0,0,0,0
INT049203,U000191,CAND000805,2025-09-21T00:52:33,SESS006599,3.8,27.4,0,0,0,0,0,0
INT049204,U000191,RL003675,2025-05-11T14:27:34,SESS006600,14.3,34.8,0,0,0,0,0,0
INT049205,U000191,RL004217,2025-05-11T14:28:04,SESS006600,13.7,34.1,0,0,0,0,0,0
INT049206,U000191,RL000667,2025-05-11T14:28:26,SESS006600,15.8,36.0,0,0,0,0,0,0
INT049207,U000191,RL004311,2025-05-11T14:29:07,SESS006600,28.9,46.6,0,0,0,0,0,0
INT049208,U000191,RL000759,2025-05-11T14:30:04,SESS006600,49.0,64.5,0,0,0,0,0,0
INT049209,U000191,RL004807,2025-05-11T14:30:37,SESS006600,28.9,39.0,0,0,0,0,0,0
INT049210,U000191,RL004436,2025-05-11T14:31:12,SESS006600,22.1,28.4,0,0,0,0,0,0
INT049211,U000191,RL001060,2025-05-11T14:31:53,SESS006600,26.6,31.3,0,0,0,0,0,0
INT049212,U000191,CAND000443,2025-05-11T14:32:53,SESS006600,55.8,64.8,0,0,0,0,0,0
INT049213,U000191,RL002355,2025-05-11T14:33:19,SESS006600,19.1,42.5,0,0,0,0,0,0
INT049214,U000191,RL004845,2025-05-11T14:33:47,SESS006600,24.5,30.3,0,0,0,0,0,0
INT049215,U000191,RL000912,2025-05-11T14:34:08,SESS006600,4.2,46.9,0,0,0,0,0,0
INT049216,U000191,RL000194,2025-11-24T09:58:29,SESS006601,1.1,13.9,0,0,0,0,1,0
INT049217,U000191,RL000263,2025-11-24T09:58:47,SESS006601,8.8,18.0,0,0,0,0,1,0
INT049218,U000191,RL003403,2025-11-24T09:59:11,SESS006601,6.6,19.9,0,0,0,0,1,0
INT049219,U000191,RL000544,2025-11-24T09:59:53,SESS006601,38.5,43.2,0,0,0,0,0,0
INT049220,U000191,CAND000111,2025-11-24T10:00:11,SESS006601,4.2,19.2,0,0,0,0,1,0
INT049221,U000191,RL000860,2025-11-24T10:00:49,SESS006601,22.2,50.4,0,0,0,0,0,0
INT049222,U000191,RL001989,2025-11-24T10:01:14,SESS006601,15.3,27.8,0,0,0,0,0,0
INT049223,U000191,RL001221,2025-11-24T10:01:37,SESS006601,8.6,34.2,0,0,0,0,0,0
INT049224,U000191,RL001930,2025-11-24T10:02:16,SESS006601,33.9,52.1,0,0,0,0,0,0
INT049225,U000191,RL003235,2025-11-24T10:02:39,SESS006601,14.2,59.3,0,0,0,0,0,0
INT049226,U000191,RL003820,2025-11-24T10:03:08,SESS006601,18.4,42.8,0,0,0,0,0,0
INT049227,U000191,RL001412,2025-06-01T03:57:33,SESS006602,37.7,53.0,0,0,0,0,0,0
INT049228,U000191,RL000637,2025-06-01T03:58:00,SESS006602,18.7,48.0,0,0,0,0,0,0
INT049229,U000191,RL002803,2025-06-01T03:58:24,SESS006602,9.5,11.7,0,0,0,0,1,0
INT049230,U000191,RL001271,2025-06-01T03:59:05,SESS006602,33.3,42.6,0,0,0,0,0,0
INT049231,U000191,RL001918,2025-06-01T03:59:46,SESS006602,27.5,45.1,0,0,0,0,0,0
INT049232,U000192,RL002237,2025-06-19T19:30:17,SESS006603,11.3,37.8,0,0,0,0,0,0
INT049233,U000192,RL000670,2025-06-19T19:30:37,SESS006603,9.5,39.8,0,0,0,0,0,0
INT049234,U000192,RL002058,2025-06-19T19:31:14,SESS006603,19.4,41.2,0,0,0,0,0,0
INT049235,U000192,RL000719,2025-06-19T19:31:46,SESS006603,21.7,29.3,0,0,0,0,0,0
INT049236,U000192,RL003818,2025-03-25T00:38:53,SESS006604,10.2,37.9,0,0,0,0,0,0
INT049237,U000192,RL002496,2025-03-25T00:39:43,SESS006604,47.0,52.3,0,0,0,0,0,0
INT049238,U000192,RL000271,2025-03-25T00:40:00,SESS006604,9.6,41.8,0,0,0,0,0,0
INT049239,U000192,RL004442,2025-03-25T00:40:55,SESS006604,37.5,44.7,0,0,0,0,0,0
INT049240,U000192,RL002764,2025-03-25T00:41:29,SESS006604,21.4,49.9,0,0,0,0,0,0
INT049241,U000192,RL000112,2025-03-25T00:42:17,SESS006604,38.1,64.6,0,0,0,0,0,0
INT049242,U000192,RL002694,2025-01-20T13:47:18,SESS006605,16.8,62.2,0,0,0,0,0,0
INT049243,U000192,RL002623,2025-01-20T13:47:29,SESS006605,8.6,61.8,0,0,0,0,0,0
INT049244,U000192,RL003169,2025-01-20T13:47:45,SESS006605,11.9,39.6,0,0,0,0,0,0
INT049245,U000192,RL004473,2025-01-20T13:49:04,SESS006605,69.9,87.4,0,1,0,0,0,0
INT049246,U000192,RL003029,2025-07-05T03:44:47,SESS006606,28.8,79.9,1,0,0,0,0,0
INT049247,U000192,RL001647,2025-07-05T03:45:05,SESS006606,16.8,54.1,0,0,0,0,0,0
INT049248,U000192,RL001531,2025-07-05T03:45:22,SESS006606,4.5,34.9,0,0,0,0,0,0
INT049249,U000192,RL000885,2025-07-05T03:45:57,SESS006606,33.6,53.3,0,0,0,0,0,0
INT049250,U000192,RL002289,2025-07-05T03:46:36,SESS006606,28.0,70.0,1,0,0,0,0,0
INT049251,U000192,RL001665,2025-07-05T03:47:03,SESS006606,22.0,39.3,0,0,0,0,0,0
INT049252,U000192,RL004365,2025-07-05T03:47:56,SESS006606,40.3,51.0,0,0,0,0,0,0
INT049253,U000192,RL000404,2025-07-05T03:48:39,SESS006606,32.4,57.8,0,0,0,0,0,0
INT049254,U000192,RL001810,2025-07-05T03:49:00,SESS006606,6.2,41.1,0,0,0,0,0,0
INT049255,U000192,RL001598,2025-07-05T03:49:04,SESS006606,2.7,33.4,0,0,0,0,0,0
INT049256,U000192,CAND000315,2025-07-05T03:49:55,SESS006606,35.8,50.5,0,0,0,0,0,0
INT049257,U000192,RL003405,2025-02-02T06:29:35,SESS006607,30.9,49.1,0,0,0,0,0,0
INT049258,U000192,RL003406,2025-02-02T06:30:21,SESS006607,27.7,31.1,0,0,0,0,0,0
INT049259,U000192,RL002566,2025-02-02T06:30:28,SESS006607,5.1,39.0,0,0,0,0,0,0
INT049260,U000192,RL000967,2025-08-05T21:21:30,SESS006608,31.9,51.5,0,0,0,0,0,0
INT049261,U000192,RL001620,2025-08-05T21:22:01,SESS006608,25.0,32.9,0,0,0,0,0,0
INT049262,U000192,RL002121,2025-08-05T21:22:24,SESS006608,19.6,38.3,0,0,0,0,0,0
INT049263,U000192,RL004729,2025-08-05T21:23:14,SESS006608,31.1,52.7,0,0,0,0,0,0
INT049264,U000192,RL001159,2025-08-05T21:23:51,SESS006608,17.0,49.9,0,0,0,0,0,0
INT049265,U000192,RL002323,2025-03-16T08:25:47,SESS006609,9.1,47.6,0,0,0,0,0,0
INT049266,U000192,RL002606,2025-03-16T08:26:19,SESS006609,23.0,41.9,0,0,0,0,0,0
INT049267,U000192,CAND000006,2025-03-16T08:26:34,SESS006609,6.7,13.9,0,0,0,0,1,0
INT049268,U000192,CAND000060,2025-03-16T08:27:25,SESS006609,42.5,47.8,0,0,0,0,0,0
INT049269,U000192,RL001612,2025-03-16T08:28:27,SESS006609,46.5,68.4,0,0,0,0,0,0
INT049270,U000192,RL004387,2025-03-16T08:29:35,SESS006609,53.9,69.1,0,0,0,0,0,0
INT049271,U000192,RL002312,2025-03-16T08:30:44,SESS006609,54.4,62.5,0,0,0,0,0,0
INT049272,U000192,RL002553,2025-03-16T08:31:00,SESS006609,7.8,16.5,0,0,0,0,1,0
INT049273,U000192,RL003892,2025-03-16T08:31:31,SESS006609,24.2,59.0,0,0,0,0,0,0
INT049274,U000192,RL002814,2025-02-19T16:52:54,SESS006610,13.2,62.6,0,0,0,0,0,0
INT049275,U000192,RL002398,2025-02-19T16:53:47,SESS006610,37.5,58.6,0,0,0,0,0,0
INT049276,U000192,RL003762,2025-02-19T16:54:05,SESS006610,3.9,39.5,0,0,0,0,0,0
INT049277,U000192,RL003965,2025-02-19T16:54:26,SESS006610,16.7,30.4,0,0,0,0,0,0
INT049278,U000192,RL001032,2025-02-19T16:55:06,SESS006610,22.8,55.6,0,0,0,0,0,0
INT049279,U000192,RL000822,2025-02-19T16:55:58,SESS006610,46.0,52.3,0,0,0,0,0,0
INT049280,U000192,CAND000143,2025-02-19T16:57:11,SESS006610,61.8,73.6,0,0,0,0,0,0
INT049281,U000192,RL000447,2025-02-19T16:57:49,SESS006610,23.8,45.7,0,0,0,0,0,0
INT049282,U000193,RL003374,2025-11-28T20:45:48,SESS006611,22.2,73.9,0,0,0,0,0,0
INT049283,U000193,RL002554,2025-11-28T20:46:17,SESS006611,18.0,36.8,0,0,0,0,0,0
INT049284,U000193,RL002859,2025-11-28T20:46:49,SESS006611,28.9,48.1,0,0,0,0,0,0
INT049285,U000193,RL003050,2025-11-28T20:47:14,SESS006611,11.0,23.9,0,0,0,0,1,0
INT049286,U000193,RL003618,2025-11-28T20:47:45,SESS006611,20.6,23.9,0,0,0,0,1,0
INT049287,U000193,CAND000369,2025-11-28T20:48:35,SESS006611,44.1,69.9,0,0,0,0,0,0
INT049288,U000193,RL003145,2025-11-28T20:49:01,SESS006611,20.0,37.0,0,0,0,0,0,0
INT049289,U000193,CAND000163,2025-11-28T20:49:15,SESS006611,2.8,35.5,0,0,0,0,0,0
INT049290,U000193,CAND000808,2025-11-28T20:49:25,SESS006611,8.9,42.2,0,0,0,0,0,0
INT049291,U000193,CAND000132,2025-11-28T20:49:31,SESS006611,3.5,34.8,0,0,0,0,0,0
INT049292,U000193,RL003237,2025-11-28T20:50:13,SESS006611,25.7,37.2,0,0,0,0,0,0
INT049293,U000193,CAND000199,2025-11-28T20:50:25,SESS006611,5.0,16.6,0,0,0,0,1,0
INT049294,U000193,RL002673,2025-06-28T00:10:26,SESS006612,34.5,49.3,0,0,0,0,0,0
INT049295,U000193,RL000983,2025-06-28T00:10:42,SESS006612,7.1,33.9,0,0,0,0,0,0
INT049296,U000193,RL000729,2025-06-28T00:11:11,SESS006612,14.2,48.9,0,0,0,0,0,0
INT049297,U000193,RL002827,2025-06-28T00:11:29,SESS006612,8.3,12.2,0,0,0,0,1,0
INT049298,U000193,RL000736,2025-06-28T00:12:24,SESS006612,39.6,49.5,0,0,0,0,0,0
INT049299,U000193,RL001940,2025-03-22T13:29:28,SESS006613,6.3,31.6,0,0,0,0,0,0
INT049300,U000193,RL003020,2025-03-22T13:29:49,SESS006613,13.2,30.6,0,0,0,0,0,0
INT049301,U000193,CAND000282,2025-03-22T13:30:26,SESS006613,22.0,32.3,0,0,0,0,0,0
INT049302,U000193,RL000823,2025-03-22T13:30:47,SESS006613,19.1,65.8,0,0,0,0,0,0
INT049303,U000193,RL001530,2025-07-13T18:57:41,SESS006614,14.4,42.4,0,0,0,0,0,0
INT049304,U000193,RL001063,2025-07-13T18:58:03,SESS006614,4.8,23.0,0,0,0,0,1,0
INT049305,U000193,RL002738,2025-07-13T18:58:07,SESS006614,1.0,7.0,0,0,0,0,1,0
INT049306,U000193,RL001436,2025-07-13T18:58:26,SESS006614,7.4,56.8,0,0,0,0,0,0
INT049307,U000193,RL002058,2025-07-13T18:58:41,SESS006614,5.5,11.6,0,0,0,0,1,0
INT049308,U000193,RL003543,2025-07-13T18:59:16,SESS006614,17.5,38.0,0,0,0,0,0,0
INT049309,U000193,RL002570,2025-07-13T18:59:37,SESS006614,14.7,20.8,0,0,0,0,1,0
INT049310,U000193,RL003318,2025-07-13T19:00:27,SESS006614,48.4,54.4,0,0,0,0,0,0
INT049311,U000193,RL004656,2025-07-13T19:01:12,SESS006614,25.1,28.9,0,0,0,0,0,0
INT049312,U000193,RL001184,2025-07-13T19:02:10,SESS006614,56.7,74.7,1,0,0,0,0,0
INT049313,U000193,RL004820,2025-07-13T19:02:54,SESS006614,25.3,31.7,0,0,0,0,0,0
INT049314,U000193,RL003774,2025-07-13T19:03:19,SESS006614,12.6,21.7,0,0,0,0,1,0
INT049315,U000193,RL001785,2025-10-24T16:11:27,SESS006615,24.7,29.4,0,0,0,0,0,0
INT049316,U000193,RL000565,2025-10-24T16:12:12,SESS006615,37.2,42.8,0,0,0,0,0,0
INT049317,U000193,RL000909,2025-10-24T16:12:45,SESS006615,21.4,45.6,0,0,0,0,0,0
INT049318,U000193,RL004022,2025-10-24T16:13:23,SESS006615,25.2,58.6,0,0,0,0,0,0
INT049319,U000193,RL001838,2025-10-24T16:13:46,SESS006615,11.4,30.9,0,0,0,0,0,0
INT049320,U000193,CAND000027,2025-10-24T16:14:27,SESS006615,21.3,23.7,0,0,0,0,1,0
INT049321,U000193,RL002810,2025-10-24T16:15:16,SESS006615,45.6,60.8,0,0,0,0,0,0
INT049322,U000193,RL002628,2025-10-24T16:15:39,SESS006615,15.3,27.9,0,0,0,0,0,0
INT049323,U000193,RL000718,2025-08-26T20:02:32,SESS006616,30.3,70.6,0,0,0,0,0,0
INT049324,U000193,CAND000797,2025-08-26T20:02:54,SESS006616,2.7,26.5,0,0,0,0,0,0
INT049325,U000193,RL001714,2025-08-26T20:03:18,SESS006616,4.3,23.7,0,0,0,0,1,0
INT049326,U000193,RL001705,2025-08-26T20:03:33,SESS006616,3.9,27.8,0,0,0,0,0,0
INT049327,U000193,RL000437,2025-08-26T20:03:51,SESS006616,8.5,33.9,0,0,0,0,0,0
INT049328,U000193,RL001587,2025-08-26T20:04:14,SESS006616,13.6,54.3,0,0,0,0,0,0
INT049329,U000193,RL003047,2025-08-26T20:04:26,SESS006616,4.0,40.2,0,0,0,0,0,0
INT049330,U000193,RL002303,2025-08-26T20:04:42,SESS006616,13.7,28.5,0,0,0,0,0,0
INT049331,U000193,RL002918,2025-08-26T20:05:07,SESS006616,9.1,24.0,0,0,0,0,1,0
INT049332,U000193,RL003075,2025-08-26T20:06:03,SESS006616,41.2,45.8,0,0,0,0,0,0
INT049333,U000193,RL002877,2025-08-26T20:06:33,SESS006616,17.2,20.3,0,0,0,0,1,0
INT049334,U000193,CAND000555,2025-08-26T20:06:38,SESS006616,1.3,15.0,0,0,0,0,1,0
INT049335,U000193,RL001706,2025-09-18T06:19:01,SESS006617,14.0,38.8,0,0,0,0,0,0
INT049336,U000193,RL000161,2025-09-18T06:19:48,SESS006617,33.2,53.5,0,0,0,0,0,0
INT049337,U000193,RL002942,2025-09-18T06:20:20,SESS006617,25.7,33.8,0,0,0,0,0,0
INT049338,U000193,RL004274,2025-09-18T06:20:35,SESS006617,6.6,44.1,0,0,0,0,0,0
INT049339,U000194,RL002671,2025-02-08T04:09:16,SESS006618,16.2,33.1,0,0,0,0,0,0
INT049340,U000194,RL003502,2025-02-08T04:09:42,SESS006618,6.7,39.6,0,0,0,0,0,0
INT049341,U000194,RL004232,2025-02-08T04:10:10,SESS006618,9.0,30.0,0,0,0,0,0,0
INT049342,U000194,RL000904,2025-02-08T04:10:44,SESS006618,30.3,53.1,0,0,0,0,0,0
INT049343,U000194,RL003701,2025-02-08T04:11:22,SESS006618,31.0,42.5,0,0,0,0,0,0
INT049344,U000194,RL001514,2025-02-08T04:11:56,SESS006618,31.2,40.1,0,0,0,0,0,0
INT049345,U000194,RL000876,2025-02-08T04:12:13,SESS006618,4.9,27.3,0,0,0,0,0,0
INT049346,U000194,RL002543,2025-02-08T04:13:02,SESS006618,39.0,45.9,0,0,0,0,0,0
INT049347,U000194,RL003665,2025-02-08T04:13:34,SESS006618,17.1,22.2,0,0,0,0,1,0
INT049348,U000194,RL000047,2025-02-08T04:14:05,SESS006618,12.6,66.1,0,0,0,0,0,0
INT049349,U000194,RL003470,2025-02-08T04:14:40,SESS006618,24.6,27.7,0,0,0,0,0,0
INT049350,U000194,CAND000691,2025-02-08T04:14:56,SESS006618,13.6,46.8,0,0,0,0,0,0
INT049351,U000194,RL000895,2025-02-25T09:04:26,SESS006619,3.8,37.6,0,0,0,0,0,0
INT049352,U000194,CAND000562,2025-02-25T09:04:52,SESS006619,9.2,46.1,0,0,0,0,0,0
INT049353,U000194,RL000288,2025-02-25T09:05:44,SESS006619,42.7,61.9,0,0,0,0,0,0
INT049354,U000194,RL000402,2025-02-25T09:06:17,SESS006619,22.9,44.8,0,0,0,0,0,0
INT049355,U000194,RL003350,2025-02-25T09:06:44,SESS006619,25.5,32.3,0,0,0,0,0,0
INT049356,U000194,RL002709,2025-02-17T12:50:46,SESS006620,11.1,50.7,0,0,0,0,0,0
INT049357,U000194,RL001286,2025-02-17T12:51:25,SESS006620,27.6,45.2,0,0,0,0,0,0
INT049358,U000194,RL002953,2025-02-17T12:51:44,SESS006620,16.5,43.4,0,0,0,0,0,0
INT049359,U000194,RL000190,2025-02-17T12:52:26,SESS006620,29.4,43.2,0,0,0,0,0,0
INT049360,U000194,RL002691,2025-02-17T12:52:37,SESS006620,2.5,18.9,0,0,0,0,1,0
INT049361,U000195,RL003175,2025-11-05T09:01:31,SESS006621,25.9,63.2,0,0,0,0,0,0
INT049362,U000195,RL000021,2025-11-05T09:01:49,SESS006621,9.7,64.4,0,0,0,0,0,0
INT049363,U000195,RL000254,2025-11-05T09:02:04,SESS006621,7.2,24.9,0,0,0,0,1,0
INT049364,U000195,RL000691,2025-11-05T09:02:21,SESS006621,2.3,21.3,0,0,0,0,1,0
INT049365,U000195,RL001839,2025-11-05T09:02:44,SESS006621,15.7,58.1,0,0,0,0,0,0
INT049366,U000195,RL001534,2025-11-05T09:02:57,SESS006621,5.8,32.4,0,0,0,0,0,0
INT049367,U000195,RL004134,2025-11-05T09:03:26,SESS006621,22.2,50.5,0,0,0,0,0,0
INT049368,U000195,RL004956,2025-11-05T09:04:01,SESS006621,20.0,44.5,0,0,0,0,0,0
INT049369,U000195,RL003062,2025-04-19T20:27:33,SESS006622,8.9,49.3,0,0,0,0,0,0
INT049370,U000195,RL003710,2025-04-19T20:28:17,SESS006622,40.5,54.1,0,0,0,0,0,0
INT049371,U000195,RL004018,2025-04-19T20:29:04,SESS006622,32.8,46.8,0,0,0,0,0,0
INT049372,U000195,RL001690,2025-04-19T20:30:19,SESS006622,61.1,67.8,0,0,0,0,0,0
INT049373,U000195,RL002844,2025-04-19T20:30:47,SESS006622,23.8,44.1,0,0,0,0,0,0
INT049374,U000195,RL004681,2025-04-19T20:31:16,SESS006622,26.8,52.5,0,0,0,0,0,0
INT049375,U000195,RL003807,2025-04-19T20:32:06,SESS006622,42.8,50.4,0,0,0,0,0,0
INT049376,U000195,RL003416,2025-04-19T20:32:40,SESS006622,19.0,55.9,0,0,0,0,0,0
INT049377,U000195,CAND000025,2025-04-19T20:32:52,SESS006622,1.7,12.4,0,0,0,0,1,0
INT049378,U000195,RL002673,2025-04-19T20:33:46,SESS006622,50.9,72.7,1,0,0,0,0,0
INT049379,U000195,RL002847,2025-04-19T20:34:20,SESS006622,15.2,33.8,0,0,0,0,0,0
INT049380,U000195,RL003509,2025-08-21T16:32:46,SESS006623,9.8,70.0,0,0,0,0,0,0
INT049381,U000195,RL000277,2025-08-21T16:33:09,SESS006623,18.6,40.4,0,0,0,0,0,0
INT049382,U000195,RL002488,2025-08-21T16:33:38,SESS006623,15.9,53.0,0,0,0,0,0,0
INT049383,U000195,RL003241,2025-08-21T16:34:01,SESS006623,3.7,14.9,0,0,0,0,1,0
INT049384,U000195,RL003302,2025-08-21T16:34:35,SESS006623,26.0,29.5,0,0,0,0,0,0
INT049385,U000195,CAND000093,2025-08-21T16:35:11,SESS006623,29.8,54.1,0,0,0,0,0,0
INT049386,U000195,RL002791,2025-08-21T16:35:51,SESS006623,21.2,64.3,0,0,0,0,0,0
INT049387,U000195,RL004938,2025-04-12T21:09:56,SESS006624,25.1,33.5,0,0,0,0,0,0
INT049388,U000195,RL004110,2025-04-12T21:10:19,SESS006624,9.1,57.0,0,0,0,0,0,0
INT049389,U000195,CAND000713,2025-04-12T21:10:48,SESS006624,16.7,46.3,0,0,0,0,0,0
INT049390,U000195,RL000751,2025-04-12T21:11:44,SESS006624,42.0,73.8,1,0,0,0,0,0
INT049391,U000195,RL001736,2025-04-12T21:12:39,SESS006624,48.0,57.8,0,0,0,0,0,0
INT049392,U000195,RL002501,2025-04-12T21:13:19,SESS006624,22.7,58.2,0,0,0,0,0,0
INT049393,U000195,RL000137,2025-04-12T21:13:57,SESS006624,27.5,38.3,0,0,0,0,0,0
INT049394,U000195,CAND000563,2025-04-12T21:14:34,SESS006624,17.3,30.3,0,0,0,0,0,0
INT049395,U000196,RL003116,2025-10-08T23:25:15,SESS006625,6.5,43.2,0,0,0,0,0,0
INT049396,U000196,RL002882,2025-10-08T23:25:30,SESS006625,6.9,15.0,0,0,0,0,1,0
INT049397,U000196,RL002544,2025-10-08T23:25:53,SESS006625,17.6,36.7,0,0,0,0,0,0
INT049398,U000196,RL004841,2025-10-08T23:26:10,SESS006625,7.0,35.2,0,0,0,0,0,0
INT049399,U000196,RL002414,2025-10-08T23:26:40,SESS006625,26.9,49.9,0,0,0,0,0,0
INT049400,U000196,RL002173,2025-10-27T09:21:50,SESS006626,24.6,39.7,0,0,0,0,0,0
INT049401,U000196,RL000304,2025-10-27T09:22:51,SESS006626,52.8,58.7,0,0,0,0,0,0
INT049402,U000196,RL002428,2025-10-27T09:23:15,SESS006626,22.6,56.5,0,0,0,0,0,0
INT049403,U000196,RL002921,2025-10-27T09:23:36,SESS006626,3.8,13.0,0,0,0,0,1,0
INT049404,U000196,RL001778,2025-10-27T09:24:15,SESS006626,20.7,62.9,0,0,0,0,0,0
INT049405,U000196,CAND000747,2025-10-27T09:24:31,SESS006626,13.2,40.0,0,0,0,0,0,0
INT049406,U000196,RL002354,2025-10-27T09:24:50,SESS006626,15.5,55.2,0,0,0,0,0,0
INT049407,U000196,RL000460,2025-10-27T09:24:59,SESS006626,3.6,32.5,0,0,0,0,0,0
INT049408,U000196,RL004787,2025-10-27T09:25:27,SESS006626,14.5,51.7,0,0,0,0,0,0
INT049409,U000196,CAND000729,2025-10-27T09:26:07,SESS006626,34.1,43.1,0,0,0,0,0,0
INT049410,U000196,RL001495,2025-09-08T08:21:09,SESS006627,9.6,36.9,0,0,0,0,0,0
INT049411,U000196,CAND000195,2025-09-08T08:21:33,SESS006627,13.4,40.5,0,0,0,0,0,0
INT049412,U000196,RL002457,2025-09-08T08:22:02,SESS006627,11.1,32.6,0,0,0,0,0,0
INT049413,U000196,CAND000547,2025-09-08T08:22:41,SESS006627,26.9,61.2,0,0,0,0,0,0
INT049414,U000196,RL003412,2025-09-08T08:22:57,SESS006627,11.0,40.7,0,0,0,0,0,0
INT049415,U000196,RL000036,2025-05-26T16:09:40,SESS006628,36.6,69.0,0,0,0,0,0,0
INT049416,U000196,RL003013,2025-05-26T16:10:21,SESS006628,26.7,58.1,0,0,0,0,0,0
INT049417,U000196,RL002526,2025-05-26T16:10:53,SESS006628,28.7,42.3,0,0,0,0,0,0
INT049418,U000196,RL001186,2025-05-26T16:11:19,SESS006628,8.3,34.5,0,0,0,0,0,0
INT049419,U000196,RL002504,2025-05-26T16:11:40,SESS006628,5.3,43.9,0,0,0,0,0,0
INT049420,U000196,RL003836,2025-05-26T16:12:04,SESS006628,11.1,50.5,0,0,0,0,0,0
INT049421,U000196,RL002089,2025-05-26T16:12:29,SESS006628,15.3,31.3,0,0,0,0,0,0
INT049422,U000196,RL004835,2025-05-26T16:12:58,SESS006628,27.0,49.1,0,0,0,0,0,0
INT049423,U000196,RL003962,2025-05-26T16:13:33,SESS006628,19.5,43.3,0,0,0,0,0,0
INT049424,U000196,RL001209,2025-05-26T16:14:04,SESS006628,23.0,33.3,0,0,0,0,0,0
INT049425,U000196,RL003565,2025-05-26T16:14:50,SESS006628,38.1,47.0,0,0,0,0,0,0
INT049426,U000197,RL002548,2025-10-22T14:51:25,SESS006629,20.0,24.4,0,0,0,0,1,0
INT049427,U000197,RL004556,2025-10-22T14:51:58,SESS006629,18.5,73.9,0,0,0,0,0,0
INT049428,U000197,RL000842,2025-10-22T14:52:30,SESS006629,30.2,50.3,0,0,0,0,0,0
INT049429,U000197,RL003148,2025-10-22T14:52:48,SESS006629,6.5,40.9,0,0,0,0,0,0
INT049430,U000197,RL000061,2025-10-22T14:53:11,SESS006629,14.0,36.8,0,0,0,0,0,0
INT049431,U000197,RL000823,2025-10-22T14:53:46,SESS006629,16.7,57.8,0,0,0,0,0,0
INT049432,U000197,RL002144,2025-10-22T14:54:13,SESS006629,25.6,36.5,0,0,0,0,0,0
INT049433,U000197,RL002245,2025-10-22T14:55:05,SESS006629,34.0,40.0,0,0,0,0,0,0
INT049434,U000197,RL003494,2025-10-22T14:55:24,SESS006629,12.5,52.1,0,0,0,0,0,0
INT049435,U000197,RL000441,2025-10-22T14:55:50,SESS006629,8.3,23.0,0,0,0,0,1,0
INT049436,U000197,RL002393,2025-10-22T14:56:25,SESS006629,21.2,54.5,0,0,0,0,0,0
INT049437,U000197,RL000685,2025-05-03T20:38:43,SESS006630,19.7,67.9,0,0,0,0,0,0
INT049438,U000197,RL000877,2025-05-03T20:39:28,SESS006630,40.6,55.7,0,0,0,0,0,0
INT049439,U000197,CAND000630,2025-05-03T20:40:03,SESS006630,20.0,60.5,0,0,0,0,0,0
INT049440,U000197,RL001854,2025-05-03T20:40:43,SESS006630,21.6,27.3,0,0,0,0,0,0
INT049441,U000197,CAND000694,2025-05-03T20:41:35,SESS006630,35.3,40.1,0,0,0,0,0,0
INT049442,U000197,RL000028,2025-05-03T20:42:31,SESS006630,39.4,50.5,0,0,0,0,0,0
INT049443,U000197,RL004838,2025-05-03T20:43:41,SESS006630,62.4,83.1,1,0,0,0,0,0
INT049444,U000197,RL003073,2025-05-03T20:44:15,SESS006630,19.9,25.5,0,0,0,0,0,0
INT049445,U000197,CAND000501,2025-05-03T20:44:42,SESS006630,8.4,32.4,0,0,0,0,0,0
INT049446,U000197,CAND000682,2025-05-03T20:45:10,SESS006630,15.8,54.5,0,0,0,0,0,0
INT049447,U000197,RL002801,2025-08-12T19:24:29,SESS006631,52.9,58.8,0,0,0,0,0,0
INT049448,U000197,RL002910,2025-08-12T19:25:16,SESS006631,34.9,52.1,0,0,0,0,0,0
INT049449,U000197,CAND000528,2025-08-12T19:25:38,SESS006631,8.9,59.1,0,0,0,0,0,0
INT049450,U000197,CAND000160,2025-08-12T19:25:49,SESS006631,5.8,34.1,0,0,0,0,0,0
INT049451,U000197,CAND000304,2025-08-12T19:26:35,SESS006631,36.1,53.0,0,0,0,0,0,0
INT049452,U000197,RL002687,2025-08-12T19:27:05,SESS006631,23.8,35.4,0,0,0,0,0,0
INT049453,U000197,RL000958,2025-08-12T19:27:56,SESS006631,46.3,51.5,0,0,0,0,0,0
INT049454,U000197,RL003781,2025-08-12T19:28:19,SESS006631,14.3,43.3,0,0,0,0,0,0
INT049455,U000197,RL000900,2025-08-12T19:28:30,SESS006631,5.1,20.5,0,0,0,0,1,0
INT049456,U000197,RL000557,2025-11-03T16:55:09,SESS006632,48.7,68.5,0,0,0,0,0,0
INT049457,U000197,RL004084,2025-11-03T16:56:04,SESS006632,42.8,54.9,0,0,0,0,0,0
INT049458,U000197,CAND000666,2025-11-03T16:56:53,SESS006632,37.1,41.7,0,0,0,0,0,0
