reel_id,title,caption,transcript,ocr_text,visual_description,content_language,language_confidence,programming_languages,technologies,frameworks,topics,category,intent,difficulty,duration_seconds,creator_id,created_at,quality_score,hype_score,learning_value,career_value,practical_value,entertainment_value
RL004585,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"If you're preparing for placements, don't just memorize Algorithms answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.78,,,,Celebrity Fiction,entertainment,Entertainment,Intermediate,86,CR000097,2025-08-25T15:33:29,0.458,0.186,0.237,0.074,0.399,0.898
RL004586,Programming Language Updates update (2025),Latest in Programming Language Updates,"Let's break down the basics of Cybersecurity step by step, starting from what it actually is.",,Cybersecurity terminal showing network commands,English,0.97,,Nginx|GraphQL,,Technology News,tech_news,News,Beginner,59,CR000040,2025-07-13T15:12:49,0.229,0.208,0.203,0.154,0.21,0.165
RL004587,Developer Tools update (2026),Latest in Developer Tools,"Let's break down the basics of Microservices step by step, starting from what it actually is.",,Gaming setup with GPU comparison on screen,English,0.87,,Azure|GraphQL,,Technology News,tech_news,News,Beginner,79,CR000096,2025-06-28T04:40:30,0.8,0.361,0.285,0.114,0.394,0.328
RL004588,Movies moment that broke the internet,Movies content - just for laughs,"Let's break down the basics of Dart step by step, starting from what it actually is.",// Dart example,Funny reaction clip with captions,English,0.8,Dart|TypeScript,,,Movies,entertainment,Entertainment,Beginner,89,CR000048,2025-02-23T14:26:34,0.244,0.607,0.286,0.193,0.035,0.821
RL004589,Hardware Launches update (2025),Latest in Hardware Launches,"If you're preparing for placements, don't just memorize Python answers - understand how it actually works under the hood.",def train_model(data): ...,Laptop screen showing Python code in an IDE,English,0.98,Python,GraphQL|Docker,,Technology News,tech_news,News,Intermediate,25,CR000077,2025-07-31T10:48:37,0.361,0.638,0.288,0.169,0.324,0.207
RL004590,Programming developers be like,POV: debugging Programming at 2am,When your Web Development code works on the first try but you have no idea why. Every developer knows this feeling.,,Two laptops side by side for a spec comparison,Tamil-English,0.92,,,,Software Engineering,programming_meme,Entertainment,Beginner,71,CR000004,2025-08-13T23:41:20,0.528,0.422,0.136,0.298,0.548,1.0
RL004591,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Ee video alli navu TypeScript bagge nodona. First, typescript basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Kannada-English,0.83,TypeScript,,,Celebrity Fiction,entertainment,Humor,Beginner,24,CR000025,2025-09-29T13:43:02,0.792,0.337,0.244,0.182,0.645,0.944
RL004592,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Here's how Caching behaves at scale, and the trade-offs engineers make in production systems.",,Funny reaction clip with captions,English,0.91,,,,Celebrity Fiction,entertainment,Humor,Advanced,30,CR000070,2025-06-29T18:29:30,0.572,0.187,0.2,0.222,0.515,0.733
RL004593,PHP explained simply,Learn php explained simply in under a minute,"If you're preparing for placements, don't just memorize PHP answers - understand how it actually works under the hood.",// PHP example,Split-screen code and output comparison,English,0.83,PHP,MongoDB|Redis,Next.js,Deep Learning,tech_educational,Interview Preparation,Intermediate,23,CR000056,2025-05-28T22:06:47,0.357,0.132,0.363,0.44,0.304,0.244
RL004594,Developer Tools update (2026),Latest in Developer Tools,"Indha video la naam OOP pathi parkalam. First, oop basics, then a quick example with real code.",,Person explaining AWS architecture using a whiteboard,Tamil-English,0.83,,Git|GraphQL,,Technology News,tech_news,News,Intermediate,22,CR000007,2025-09-10T08:48:51,0.66,0.388,0.152,0.123,0.586,0.148
RL004595,Comedy moment that broke the internet,Comedy content - just for laughs,"Aaj hum dekhenge ki Dart kaise kaam karta hai. First, dart basics, then a quick example with real code.",// Kotlin example,Dance/lipsync trend clip,Hindi-English,0.86,Dart|Kotlin|Java,,,Comedy,entertainment,Humor,Beginner,78,CR000082,2025-07-23T04:53:10,0.759,0.169,0.215,0.26,0.613,0.759
RL004596,Cricket moment that broke the internet,Cricket content - just for laughs,"Let's break down the basics of Caching step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.85,,,,Cricket,entertainment,Humor,Beginner,10,CR000057,2025-06-19T10:46:21,0.366,0.219,0.24,0.042,0.314,0.932
RL004597,Technical Interviews,Technical Interviews - what nobody tells you,"Here's how Dart behaves at scale, and the trade-offs engineers make in production systems.",// Dart example,Terminal window running Dart commands,English,0.98,Dart,,,Career,career,Career,Advanced,20,CR000052,2025-08-29T02:32:43,0.754,0.222,0.127,0.772,0.715,0.343
RL004598,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,You NEED to learn this or you'll be jobless by 2026,,Gaming setup with GPU comparison on screen,Malayalam,0.93,,,,Career,hype,Motivation,Intermediate,63,CR000018,2025-07-10T09:36:05,0.228,0.77,0.201,0.048,0.216,0.39
RL004599,APIs explained simply,Learn apis explained simply in under a minute,"Indha video la naam REST pathi parkalam. First, rest basics, then a quick example with real code.",,Gaming setup with GPU comparison on screen,Tamil-English,0.95,,,,Generative AI,tech_educational,Interview Preparation,Intermediate,26,CR000003,2025-06-30T06:30:23,0.425,0.056,0.498,0.525,0.376,0.291
RL004600,Movies moment that broke the internet,Movies content - just for laughs,"Let's break down the basics of System Design step by step, starting from what it actually is.",,Movie clip montage with trending audio,English,0.8,,,,Movies,entertainment,Entertainment,Beginner,43,CR000032,2025-11-16T06:17:25,0.594,0.18,0.062,0.154,0.379,0.95
RL004601,Gaming moment that broke the internet,Gaming content - just for laughs,"Let's break down the basics of Algorithms step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.84,,,,Gaming,entertainment,Humor,Beginner,62,CR000018,2025-02-24T00:22:03,0.397,0.535,0.359,0.082,0.283,0.803
RL004602,Memes moment that broke the internet,Memes content - just for laughs,"Ee video alli navu OOP bagge nodona. First, oop basics, then a quick example with real code.",,Movie clip montage with trending audio,Kannada-English,0.78,,,,Memes,entertainment,Entertainment,Advanced,57,CR000036,2025-06-14T07:51:58,0.535,0.043,0.162,0.179,0.331,0.877
RL004603,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Ee video lo manam DSA gurinchi chuddam. First, dsa basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Telugu-English,0.9,,,,Celebrity Fiction,entertainment,Entertainment,Beginner,15,CR000029,2025-09-03T13:56:53,0.758,0.331,0.156,0.069,0.561,0.844
RL004604,Software Engineering Careers,Software Engineering Careers - what nobody tells you,"If you're preparing for placements, don't just memorize R answers - understand how it actually works under the hood.",,Whiteboard diagram explaining system architecture,English,0.86,R,,,Career,career,Motivation,Intermediate,39,CR000009,2025-09-26T02:39:50,0.804,0.393,0.222,0.56,0.689,0.17
RL004605,Developer Tools update (2025),Latest in Developer Tools,"Let's break down the basics of JavaScript step by step, starting from what it actually is.",const res = await fetch('/api/data');,Split-screen code and output comparison,English,0.95,JavaScript,Git|PostgreSQL,,Technology News,tech_news,News,Beginner,51,CR000045,2025-03-03T06:29:46,0.654,0.582,0.285,0.047,0.414,0.221
RL004606,Cricket moment that broke the internet,Cricket content - just for laughs,"If you're preparing for placements, don't just memorize OOP answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.92,,,,Cricket,entertainment,Humor,Intermediate,36,CR000059,2025-02-25T00:52:24,0.382,0.219,0.209,0.21,0.149,0.755
RL004607,Comedy moment that broke the internet,Comedy content - just for laughs,"If you're preparing for placements, don't just memorize Caching answers - understand how it actually works under the hood.",,Funny reaction clip with captions,English,0.82,,,,Comedy,entertainment,Entertainment,Intermediate,58,CR000031,2025-05-02T06:55:01,0.826,0.317,0.117,0.271,0.761,0.955
RL004608,Programming developers be like,POV: debugging Programming at 2am,When your Memory Management code works on the first try but you have no idea why. Every developer knows this feeling.,,Gaming setup with GPU comparison on screen,English,0.96,,,,Software Engineering,programming_meme,Entertainment,Beginner,79,CR000074,2025-03-29T04:02:34,0.266,0.225,0.157,0.204,0.142,0.926
RL004609,AI News update (2025),Latest in AI News,"If you're preparing for placements, don't just memorize C# answers - understand how it actually works under the hood.",,Terminal window running C# commands,English,0.84,C#|R|JavaScript,GCP|Git,,Technology News,tech_news,News,Intermediate,50,CR000082,2025-08-22T07:22:06,0.483,0.18,0.141,0.267,0.479,0.221
RL004610,AI News update (2026),Latest in AI News,"Let's break down the basics of LLD step by step, starting from what it actually is.",,Gaming setup with GPU comparison on screen,Bengali,0.85,,Nginx|Elasticsearch,,Technology News,tech_news,News,Beginner,13,CR000037,2025-05-29T05:21:26,0.63,0.124,0.05,0.111,0.45,0.278
RL004611,REST vs GraphQL: What to Use When,Learn rest vs graphql: what to use when in under a minute,"Let's break down the basics of Generative AI step by step, starting from what it actually is.",,Person explaining AWS architecture using a whiteboard,English,0.88,,Kubernetes|MongoDB,FastAPI,Networking,tech_educational,Curiosity,Beginner,64,CR000056,2025-07-12T16:29:20,0.839,0.178,0.72,0.449,0.782,0.306
RL004612,Football moment that broke the internet,Football content - just for laughs,"Here's how Web Development behaves at scale, and the trade-offs engineers make in production systems.",,Movie clip montage with trending audio,English,0.76,,,,Football,entertainment,Humor,Advanced,64,CR000091,2025-03-22T20:06:08,0.604,0.099,0.177,0.27,0.621,0.864
RL004613,AI News update (2025),Latest in AI News,"If you're preparing for placements, don't just memorize Blockchain answers - understand how it actually works under the hood.",,Gaming setup with GPU comparison on screen,Telugu,0.92,,Docker|MongoDB,,Technology News,tech_news,News,Intermediate,81,CR000026,2025-10-27T23:14:56,0.228,0.089,0.247,0.103,0.266,0.204
RL004614,How Load Balancers Actually Work,Learn how load balancers actually work in under a minute,"If you're preparing for placements, don't just memorize Kotlin answers - understand how it actually works under the hood.",// Kotlin example,Split-screen code and output comparison,English,0.83,Kotlin,,Express.js,Software Engineering,tech_educational,Interview Preparation,Intermediate,57,CR000058,2025-05-17T21:59:19,0.258,0.322,0.39,0.546,0.246,0.349
RL004615,10 AI tools that will GUARANTEE you a job in 2027!!!,10 AI tools that will GUARANTEE you a job in 2027!!!,Top secret AI trick recruiters don't want you to know,,Neural network diagram with labeled layers,Bengali,0.75,,,,AI/ML,hype,Promotion,Intermediate,10,CR000016,2025-04-15T08:52:20,0.295,0.636,0.367,0.041,0.21,0.329
RL004616,Swift explained simply,Learn swift explained simply in under a minute,"Let's break down the basics of Swift step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,English,0.78,Swift|C++,,,Blockchain,tech_educational,Curiosity,Beginner,21,CR000054,2025-06-12T04:54:24,0.635,0.565,0.621,0.54,0.623,0.233
RL004617,Top secret AI trick recruiters don't want you to know,Top secret AI trick recruiters don't want you to know,"This ONE skill will make you ₹50 LPA, guaranteed!",,Gaming setup with GPU comparison on screen,English,0.89,,,,AI/ML,hype,Motivation,Intermediate,41,CR000031,2025-03-13T20:53:55,0.364,0.582,0.063,0.279,0.264,0.186
RL004618,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"If you're preparing for placements, don't just memorize Cloud answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.82,,,,Celebrity Fiction,entertainment,Entertainment,Intermediate,49,CR000097,2025-02-04T19:16:34,0.191,0.124,0.108,0.095,0.201,0.816
RL004619,HLD explained simply,Learn hld explained simply in under a minute,"Indha video la naam Blockchain pathi parkalam. First, blockchain basics, then a quick example with real code.",,Two laptops side by side for a spec comparison,Tamil-English,0.91,,,,Cybersecurity,tech_educational,Interview Preparation,Beginner,81,CR000034,2025-07-07T18:28:31,0.742,0.229,0.623,0.452,0.612,0.264
RL004620,C++ explained simply,Learn c++ explained simply in under a minute,"If you're preparing for placements, don't just memorize C++ answers - understand how it actually works under the hood.","int main() { std::cout << ""hi""; }",Terminal window running C++ commands,English,0.82,C++|Scala,,,AI/ML,tech_educational,Curiosity,Intermediate,12,CR000013,2025-09-15T10:52:53,0.903,0.026,0.948,0.413,0.523,0.175
RL004621,You NEED to learn this or you'll be jobless by 2027,You NEED to learn this or you'll be jobless by 2027,5 tools that will REPLACE every programmer by 2026,,Cybersecurity terminal showing network commands,Telugu-English,0.81,,,,Career,hype,Promotion,Beginner,71,CR000031,2025-09-13T02:31:59,0.733,0.754,0.362,0.293,0.544,0.341
RL004622,Music moment that broke the internet,Music content - just for laughs,"If you're preparing for placements, don't just memorize Frontend answers - understand how it actually works under the hood.",,Funny reaction clip with captions,English,0.77,,,,Music,entertainment,Entertainment,Intermediate,23,CR000050,2025-09-10T15:24:00,0.45,0.442,0.0,0.029,0.482,0.796
RL004623,Memes moment that broke the internet,Memes content - just for laughs,"Ee video alli navu Ruby bagge nodona. First, ruby basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Kannada-English,0.96,Ruby|C|TypeScript,,,Memes,entertainment,Humor,Beginner,37,CR000021,2025-07-25T21:20:59,0.421,0.013,0.151,0.107,0.311,0.879
RL004624,10 AI tools that will GUARANTEE you a job in 2026!!!,10 AI tools that will GUARANTEE you a job in 2026!!!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Neural network diagram with labeled layers,English,0.91,,,,AI/ML,hype,Motivation,Beginner,18,CR000009,2025-06-21T07:15:30,0.579,0.65,0.268,0.171,0.535,0.249
RL004625,Career Roadmaps,Career Roadmaps - what nobody tells you,"If you're preparing for placements, don't just memorize LLD answers - understand how it actually works under the hood.",,Cybersecurity terminal showing network commands,Bengali,0.84,,,,Career,career,Motivation,Intermediate,23,CR000025,2025-04-11T01:41:28,0.652,0.178,0.206,0.747,0.381,0.197
RL004626,Programming developers be like,POV: debugging Programming at 2am,When your Memory Management code works on the first try but you have no idea why. Every developer knows this feeling.,,Gaming setup with GPU comparison on screen,Hindi-English,0.95,,,,Software Engineering,programming_meme,Entertainment,Beginner,75,CR000013,2025-02-12T15:06:12,0.61,0.154,0.319,0.178,0.494,0.863
RL004627,How Backend Systems Handle 1 Million Requests,Learn how backend systems handle 1 million requests in under a minute,"If you're preparing for placements, don't just memorize Kotlin answers - understand how it actually works under the hood.","int main() { std::cout << ""hi""; }",Laptop screen showing Kotlin code in an IDE,Kannada,0.96,Kotlin|C++,,Angular,Data Science,tech_educational,Interview Preparation,Intermediate,45,CR000054,2025-10-16T20:45:33,0.473,0.278,0.429,0.521,0.418,0.215
RL004628,You NEED to learn this or you'll be jobless by 2027,You NEED to learn this or you'll be jobless by 2027,10 AI tools that will GUARANTEE you a job in 2026!!!,,Two laptops side by side for a spec comparison,English,0.99,,,,Career,hype,Motivation,Intermediate,25,CR000022,2025-08-30T14:02:46,0.327,0.845,0.194,0.098,0.285,0.187
RL004629,Memes moment that broke the internet,Memes content - just for laughs,"Let's break down the basics of C step by step, starting from what it actually is.",// C example,Stadium crowd celebrating a goal/wicket,English,0.81,C,,,Memes,entertainment,Humor,Beginner,39,CR000086,2025-11-05T20:29:20,0.417,0.342,0.081,0.245,0.225,0.81
RL004630,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Let's break down the basics of Microservices step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.97,,,,Celebrity Fiction,entertainment,Humor,Beginner,53,CR000027,2025-08-14T15:21:40,0.614,0.484,0.311,0.194,0.435,0.75
RL004631,How ML Engineers Deploy Models,Learn how ml engineers deploy models in under a minute,"If you're preparing for placements, don't just memorize Cybersecurity answers - understand how it actually works under the hood.",,Neural network diagram with labeled layers,English,0.96,,Docker|MongoDB,Next.js,Data Science,tech_educational,Learning,Intermediate,86,CR000072,2025-09-17T08:59:36,0.933,0.355,0.838,0.389,0.702,0.362
RL004632,Internship Advice,Internship Advice - what nobody tells you,"If you're preparing for placements, don't just memorize JavaScript answers - understand how it actually works under the hood.",,Terminal window running JavaScript commands,English,0.86,JavaScript,,,Career,career,Motivation,Intermediate,81,CR000043,2025-06-21T20:29:36,0.613,0.217,0.176,0.787,0.504,0.289
RL004633,TypeScript developers be like,POV: debugging TypeScript at 2am,When your TypeScript code works on the first try but you have no idea why. Every developer knows this feeling.,// TypeScript example,Split-screen code and output comparison,English,0.85,TypeScript,,,Software Engineering,programming_meme,Entertainment,Intermediate,27,CR000084,2025-02-10T08:43:42,0.6,0.437,0.147,0.149,0.491,0.831
RL004634,Gaming moment that broke the internet,Gaming content - just for laughs,"Let's break down the basics of AI/ML step by step, starting from what it actually is.",,Movie clip montage with trending audio,English,0.98,,,,Gaming,entertainment,Humor,Beginner,71,CR000081,2025-02-22T11:48:36,0.705,0.409,0.118,0.248,0.644,0.755
RL004635,Scala developers be like,POV: debugging Scala at 2am,When your Scala code works on the first try but you have no idea why. Every developer knows this feeling.,// Scala example,Whiteboard diagram explaining system architecture,English,0.78,Scala,,,Software Engineering,programming_meme,Entertainment,Intermediate,44,CR000009,2025-07-25T06:01:41,0.743,0.05,0.111,0.064,0.579,0.84
RL004636,Microservices explained simply,Learn microservices explained simply in under a minute,"Let's break down the basics of AI/ML step by step, starting from what it actually is.",,Neural network diagram with labeled layers,English,0.84,,,,Backend,tech_educational,Interview Preparation,Beginner,81,CR000015,2025-08-11T17:40:05,0.581,0.246,0.702,0.506,0.51,0.193
RL004637,C explained simply,Learn c explained simply in under a minute,"Indha video la naam C pathi parkalam. First, c basics, then a quick example with real code.",// C example,Laptop screen showing C code in an IDE,Tamil-English,0.82,C,,Angular,Data Science,tech_educational,Interview Preparation,Beginner,26,CR000066,2025-05-28T17:53:21,0.453,0.243,0.551,0.493,0.376,0.183
RL004638,Cricket moment that broke the internet,Cricket content - just for laughs,"If you're preparing for placements, don't just memorize PHP answers - understand how it actually works under the hood.",// C# example,Stadium crowd celebrating a goal/wicket,Hindi,0.91,PHP|C#,,,Cricket,entertainment,Humor,Intermediate,49,CR000090,2025-11-02T01:27:46,0.719,0.398,0.179,0.12,0.649,0.892
RL004639,Distributed Systems explained simply,Learn distributed systems explained simply in under a minute,"Let's break down the basics of Load Balancing step by step, starting from what it actually is.",,Two laptops side by side for a spec comparison,English,0.8,,GCP|GraphQL,Vue,Data Science,tech_educational,Project Help,Beginner,86,CR000073,2025-04-18T22:38:13,0.509,0.331,0.428,0.663,0.385,0.242
RL004640,Programming developers be like,POV: debugging Programming at 2am,When your Microservices code works on the first try but you have no idea why. Every developer knows this feeling.,,Two laptops side by side for a spec comparison,English,0.84,,,,Software Engineering,programming_meme,Entertainment,Advanced,41,CR000002,2025-11-30T07:34:48,0.186,0.057,0.144,0.046,0.152,0.785
RL004641,DSA explained simply,Learn dsa explained simply in under a minute,"If you're preparing for placements, don't just memorize Memory Management answers - understand how it actually works under the hood.",,Neural network diagram with labeled layers,Malayalam,0.76,,Kubernetes|AWS,Svelte,Web Development,tech_educational,Project Help,Intermediate,82,CR000034,2025-06-25T17:12:19,0.613,0.129,0.583,0.347,0.562,0.242
RL004642,Explaining Consistent Hashing,Learn explaining consistent hashing in under a minute,"Here's how JavaScript behaves at scale, and the trade-offs engineers make in production systems.",const res = await fetch('/api/data');,Terminal window running JavaScript commands,English,0.98,JavaScript,Redis|Azure,,Career,tech_educational,Project Help,Advanced,46,CR000048,2025-01-19T01:38:53,0.506,0.257,0.627,0.371,0.507,0.302
RL004643,Rust explained simply,Learn rust explained simply in under a minute,"If you're preparing for placements, don't just memorize Rust answers - understand how it actually works under the hood.",,Laptop screen showing Rust code in an IDE,English,0.99,Rust,Kubernetes|Nginx,,Mobile Development,tech_educational,Learning,Intermediate,70,CR000018,2025-03-26T15:13:29,0.553,0.222,0.596,0.494,0.442,0.186
RL004644,Cricket moment that broke the internet,Cricket content - just for laughs,"If you're preparing for placements, don't just memorize Load Balancing answers - understand how it actually works under the hood.",,Stadium crowd celebrating a goal/wicket,English,0.88,,,,Cricket,entertainment,Humor,Intermediate,79,CR000062,2025-07-02T16:37:36,0.4,0.369,0.19,0.129,0.269,0.948
RL004645,Music moment that broke the internet,Music content - just for laughs,"If you're preparing for placements, don't just memorize C answers - understand how it actually works under the hood.",// C example,Dance/lipsync trend clip,English,0.78,C,,,Music,entertainment,Entertainment,Intermediate,46,CR000028,2025-06-21T08:14:49,0.362,0.092,0.26,0.217,0.217,0.912
RL004646,Gaming moment that broke the internet,Gaming content - just for laughs,"Ee video alli navu Hardware bagge nodona. First, hardware basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Kannada-English,0.88,,,,Gaming,entertainment,Entertainment,Beginner,45,CR000024,2025-05-14T22:40:44,0.236,0.264,0.225,0.126,0.221,0.824
RL004647,Go developers be like,POV: debugging Go at 2am,When your Go code works on the first try but you have no idea why. Every developer knows this feeling.,"func main() { fmt.Println(""hello"") }",Laptop screen showing Go code in an IDE,English,0.88,Go,,,Software Engineering,programming_meme,Entertainment,Intermediate,26,CR000005,2025-11-19T04:29:02,0.755,0.195,0.176,0.199,0.601,0.886
RL004648,Cloud News update (2026),Latest in Cloud News,"Let's break down the basics of Caching step by step, starting from what it actually is.",,Gaming setup with GPU comparison on screen,English,0.86,,Nginx|PostgreSQL,,Technology News,tech_news,News,Beginner,77,CR000050,2025-03-31T21:56:06,0.283,0.306,0.078,0.283,0.245,0.279
RL004649,Kotlin developers be like,POV: debugging Kotlin at 2am,When your Kotlin code works on the first try but you have no idea why. Every developer knows this feeling.,// Kotlin example,Split-screen code and output comparison,English,0.96,Kotlin,,,Software Engineering,programming_meme,Entertainment,Intermediate,20,CR000082,2025-03-23T08:32:50,0.586,0.617,0.126,0.0,0.571,0.699
RL004650,Go explained simply,Learn go explained simply in under a minute,"Let's break down the basics of Go step by step, starting from what it actually is.","int main() { std::cout << ""hi""; }",Terminal window running Go commands,Bengali,0.87,Go|C++,Git|Redis,Express.js,Web Development,tech_educational,Interview Preparation,Beginner,29,CR000067,2025-07-18T03:13:06,0.564,0.4,0.657,0.477,0.503,0.179
RL004651,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"Here's how Career behaves at scale, and the trade-offs engineers make in production systems.",,Movie clip montage with trending audio,Bengali,0.76,,,,Lifestyle,entertainment,Humor,Advanced,47,CR000031,2025-03-12T00:33:21,0.643,0.4,0.353,0.062,0.453,0.841
RL004652,Java explained simply,Learn java explained simply in under a minute,"Let's break down the basics of Java step by step, starting from what it actually is.",public static void main(String[] args),Split-screen code and output comparison,English,0.81,Java,GCP|Terraform,,Mobile Development,tech_educational,Project Help,Beginner,10,CR000086,2025-02-04T02:15:33,0.719,0.362,0.724,0.492,0.634,0.148
RL004653,You NEED to learn this or you'll be jobless by 2026,You NEED to learn this or you'll be jobless by 2026,5 tools that will REPLACE every programmer by 2027,,Neural network diagram with labeled layers,English,0.77,,,,Career,hype,Promotion,Beginner,83,CR000025,2025-04-12T00:50:18,0.586,0.529,0.155,0.29,0.584,0.244
RL004654,Placement Prep,Placement Prep - what nobody tells you,"If you're preparing for placements, don't just memorize Rust answers - understand how it actually works under the hood.",,Whiteboard diagram explaining system architecture,English,0.98,Rust|C#|Swift,,,Career,career,Motivation,Intermediate,72,CR000090,2025-01-22T13:41:40,0.887,0.094,0.319,0.665,0.658,0.183
RL004655,Cybersecurity News update (2025),Latest in Cybersecurity News,"Ee video lo manam DSA gurinchi chuddam. First, dsa basics, then a quick example with real code.",,Two laptops side by side for a spec comparison,Telugu-English,0.77,,Docker|Terraform,,Technology News,tech_news,News,Beginner,47,CR000053,2025-08-26T10:31:50,0.489,0.128,0.321,0.22,0.383,0.241
RL004656,Gaming moment that broke the internet,Gaming content - just for laughs,"If you're preparing for placements, don't just memorize Cloud answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.75,,,,Gaming,entertainment,Entertainment,Intermediate,87,CR000029,2025-07-22T05:33:35,0.272,0.248,0.176,0.204,0.4,1.0
RL004657,Memes moment that broke the internet,Memes content - just for laughs,"Let's break down the basics of Generative AI step by step, starting from what it actually is.",,Dance/lipsync trend clip,Malayalam,0.8,,,,Memes,entertainment,Humor,Beginner,40,CR000054,2025-11-20T20:34:50,0.45,0.06,0.134,0.197,0.38,0.883
RL004658,PHP developers be like,POV: debugging PHP at 2am,When your PHP code works on the first try but you have no idea why. Every developer knows this feeling.,,Laptop screen showing PHP code in an IDE,English,0.83,PHP,,,Software Engineering,programming_meme,Entertainment,Beginner,88,CR000097,2025-01-04T05:39:33,0.737,0.1,0.242,0.035,0.557,0.909
RL004659,Hardware Launches update (2025),Latest in Hardware Launches,"Ee video lo manam PHP gurinchi chuddam. First, php basics, then a quick example with real code.",// PHP example,Terminal window running PHP commands,Telugu-English,0.91,PHP,GraphQL|GCP,,Technology News,tech_news,News,Intermediate,60,CR000093,2025-07-06T15:54:32,0.57,0.144,0.093,0.164,0.492,0.138
RL004660,Football moment that broke the internet,Football content - just for laughs,"If you're preparing for placements, don't just memorize SQL answers - understand how it actually works under the hood.",SELECT * FROM students;,Movie clip montage with trending audio,English,0.95,SQL,,,Football,entertainment,Entertainment,Intermediate,40,CR000058,2025-09-02T20:55:09,0.342,0.206,0.192,0.094,0.256,0.725
RL004661,Memes moment that broke the internet,Memes content - just for laughs,"If you're preparing for placements, don't just memorize Kotlin answers - understand how it actually works under the hood.",// Kotlin example,Stadium crowd celebrating a goal/wicket,English,0.89,Kotlin,,,Memes,entertainment,Humor,Intermediate,11,CR000045,2025-06-22T08:02:28,0.496,0.294,0.151,0.135,0.528,0.721
RL004662,10 AI tools that will GUARANTEE you a job in 2027!!!,10 AI tools that will GUARANTEE you a job in 2027!!!,Become an AI Engineer in just 7 days - no experience needed!,,Neural network diagram with labeled layers,English,0.88,,,,AI/ML,hype,Motivation,Intermediate,32,CR000016,2025-09-05T11:49:13,0.109,0.93,0.062,0.248,0.09,0.208
RL004663,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Two laptops side by side for a spec comparison,Tamil-English,0.84,,,,AI/ML,hype,Promotion,Intermediate,83,CR000024,2025-06-06T03:51:12,0.5,0.532,0.213,0.271,0.396,0.305
RL004664,Technical Interviews,Technical Interviews - what nobody tells you,"If you're preparing for placements, don't just memorize SQL answers - understand how it actually works under the hood.",,Terminal window running SQL commands,English,0.95,SQL|Swift,,,Career,career,Interview Preparation,Intermediate,66,CR000021,2025-07-16T16:14:26,0.376,0.42,0.087,0.676,0.354,0.271
RL004665,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Let's break down the basics of Blockchain step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.92,,,,Celebrity Fiction,entertainment,Entertainment,Beginner,16,CR000002,2025-06-04T21:17:33,0.183,0.129,0.301,0.33,0.053,1.0
RL004666,Gaming moment that broke the internet,Gaming content - just for laughs,"Ee video alli navu Frontend bagge nodona. First, frontend basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Kannada-English,0.85,,,,Gaming,entertainment,Entertainment,Intermediate,78,CR000028,2025-11-29T14:02:35,0.731,0.014,0.194,0.161,0.489,0.964
RL004667,REST vs GraphQL: What to Use When,Learn rest vs graphql: what to use when in under a minute,"Let's break down the basics of Swift step by step, starting from what it actually is.",,Terminal window running Swift commands,English,0.76,Swift|R,Docker,Laravel,Career,tech_educational,Learning,Beginner,58,CR000066,2025-11-12T22:20:15,0.308,0.152,0.273,0.53,0.285,0.248
RL004668,Technical Interviews,Technical Interviews - what nobody tells you,"Let's break down the basics of Career step by step, starting from what it actually is.",,Neural network diagram with labeled layers,Tamil,0.96,,,,Career,career,Interview Preparation,Beginner,60,CR000012,2025-10-25T06:22:13,0.764,0.161,0.379,0.713,0.692,0.228
RL004669,Gaming moment that broke the internet,Gaming content - just for laughs,"Let's break down the basics of Databases step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.96,,,,Gaming,entertainment,Entertainment,Beginner,26,CR000055,2025-02-27T03:18:43,0.813,0.281,0.264,0.227,0.708,0.946
