reel_id,title,caption,transcript,ocr_text,visual_description,content_language,language_confidence,programming_languages,technologies,frameworks,topics,category,intent,difficulty,duration_seconds,creator_id,created_at,quality_score,hype_score,learning_value,career_value,practical_value,entertainment_value
CAND000663,Gaming moment that broke the internet,Gaming content - just for laughs,"Ee video lo manam Go gurinchi chuddam. First, go basics, then a quick example with real code.",,Movie clip montage with trending audio,Telugu-English,0.97,Go,,,Gaming,entertainment,Entertainment,Beginner,42,CR000089,2025-01-20T11:02:44,0.478,0.561,0.165,0.285,0.344,0.847
CAND000664,Comedy moment that broke the internet,Comedy content - just for laughs,"Let's break down the basics of Frontend step by step, starting from what it actually is.",,Movie clip montage with trending audio,English,0.94,,,,Comedy,entertainment,Humor,Beginner,59,CR000003,2025-04-09T03:30:44,0.69,0.244,0.323,0.28,0.756,0.845
CAND000665,Memes moment that broke the internet,Memes content - just for laughs,"If you're preparing for placements, don't just memorize SQL answers - understand how it actually works under the hood.",,Funny reaction clip with captions,English,0.8,SQL,,,Memes,entertainment,Humor,Intermediate,21,CR000001,2025-03-16T22:42:07,0.16,0.207,0.163,0.15,0.114,0.865
CAND000666,AI News update (2026),Latest in AI News,"If you're preparing for placements, don't just memorize PHP answers - understand how it actually works under the hood.",// PHP example,Terminal window running PHP commands,English,0.8,PHP,Nginx|MongoDB,,Technology News,tech_news,News,Intermediate,89,CR000015,2025-02-05T21:29:42,0.682,0.132,0.265,0.208,0.426,0.236
CAND000667,Memes moment that broke the internet,Memes content - just for laughs,"Let's break down the basics of Concurrency step by step, starting from what it actually is.",,Movie clip montage with trending audio,English,0.96,,,,Memes,entertainment,Humor,Beginner,22,CR000016,2025-03-21T11:50:52,0.448,0.384,0.203,0.134,0.281,0.882
CAND000668,Go explained simply,Learn go explained simply in under a minute,"Let's break down the basics of Go step by step, starting from what it actually is.","func main() { fmt.Println(""hello"") }",Split-screen code and output comparison,English,0.87,Go,PostgreSQL|Elasticsearch,Angular,Generative AI,tech_educational,Learning,Beginner,27,CR000077,2025-10-21T08:53:53,0.413,0.014,0.266,0.538,0.406,0.238
CAND000669,System Design: Designing a URL Shortener,Learn system design: designing a url shortener in under a minute,"Let's break down the basics of Go step by step, starting from what it actually is.",,Laptop screen showing Go code in an IDE,English,0.76,Go|R,MongoDB,Express.js,Frontend,tech_educational,Project Help,Beginner,80,CR000007,2025-06-18T03:26:36,0.973,0.101,0.916,0.439,0.831,0.248
CAND000670,Memes moment that broke the internet,Memes content - just for laughs,"Ee video lo manam Design Patterns gurinchi chuddam. First, design patterns basics, then a quick example with real code.",,Funny reaction clip with captions,Telugu-English,0.84,,,,Memes,entertainment,Entertainment,Intermediate,52,CR000052,2025-08-29T14:28:24,0.349,0.164,0.0,0.208,0.338,0.931
CAND000671,Comedy moment that broke the internet,Comedy content - just for laughs,"Indha video la naam APIs pathi parkalam. First, apis basics, then a quick example with real code.",,Funny reaction clip with captions,Tamil-English,0.77,,,,Comedy,entertainment,Entertainment,Beginner,84,CR000052,2025-05-11T03:30:59,0.286,0.467,0.178,0.194,0.268,0.845
CAND000672,TypeScript explained simply,Learn typescript explained simply in under a minute,"If you're preparing for placements, don't just memorize TypeScript answers - understand how it actually works under the hood.",,Terminal window running TypeScript commands,English,0.79,TypeScript,,,Web Development,tech_educational,Curiosity,Intermediate,45,CR000020,2025-06-29T06:48:22,0.602,0.026,0.557,0.526,0.597,0.146
CAND000673,Movies moment that broke the internet,Movies content - just for laughs,"Let's break down the basics of Data Structures step by step, starting from what it actually is.",,Dance/lipsync trend clip,English,0.88,,,,Movies,entertainment,Humor,Beginner,82,CR000037,2025-05-18T18:56:31,0.459,0.091,0.236,0.162,0.372,0.789
CAND000674,C explained simply,Learn c explained simply in under a minute,"Here's how C behaves at scale, and the trade-offs engineers make in production systems.",// C example,Laptop screen showing C code in an IDE,English,0.96,C,,,Web Development,tech_educational,Learning,Advanced,21,CR000082,2025-10-09T10:24:24,0.628,0.208,0.526,0.354,0.417,0.175
CAND000675,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,5 tools that will REPLACE every programmer by 2026,,Cybersecurity terminal showing network commands,Kannada-English,0.82,,,,AI/ML,hype,Promotion,Intermediate,74,CR000021,2025-11-19T18:30:02,0.427,0.597,0.219,0.174,0.441,0.287
CAND000676,Gaming moment that broke the internet,Gaming content - just for laughs,"Let's break down the basics of Memory Management step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.86,,,,Gaming,entertainment,Humor,Beginner,11,CR000082,2025-08-24T20:21:42,0.518,0.105,0.1,0.23,0.355,0.888
CAND000677,Movies moment that broke the internet,Movies content - just for laughs,"If you're preparing for placements, don't just memorize HLD answers - understand how it actually works under the hood.",,Dance/lipsync trend clip,English,0.75,,,,Movies,entertainment,Entertainment,Intermediate,43,CR000013,2025-11-28T22:51:03,0.254,0.514,0.14,0.086,0.091,0.872
CAND000678,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,You NEED to learn this or you'll be jobless by 2026,,Neural network diagram with labeled layers,English,0.97,,,,Career,hype,Promotion,Intermediate,17,CR000038,2025-08-28T13:09:51,0.315,0.717,0.232,0.124,0.418,0.29
CAND000679,Coding Interviews,Coding Interviews - what nobody tells you,"Indha video la naam Swift pathi parkalam. First, swift basics, then a quick example with real code.",// Swift example,Whiteboard diagram explaining system architecture,Tamil-English,0.81,Swift,,,Career,career,Motivation,Beginner,81,CR000051,2025-04-24T05:42:41,0.702,0.453,0.148,0.795,0.642,0.276
CAND000680,Programming developers be like,POV: debugging Programming at 2am,When your System Design code works on the first try but you have no idea why. Every developer knows this feeling.,,Person explaining AWS architecture using a whiteboard,Hindi-English,0.75,,,,Software Engineering,programming_meme,Entertainment,Intermediate,60,CR000078,2025-01-29T23:48:17,0.473,0.459,0.227,0.073,0.484,0.909
CAND000681,Resume Tips,Resume Tips - what nobody tells you,"Here's how Go behaves at scale, and the trade-offs engineers make in production systems.",,Split-screen code and output comparison,English,0.81,Go|Kotlin,,,Career,career,Interview Preparation,Advanced,88,CR000024,2025-10-26T03:27:31,0.498,0.276,0.128,0.625,0.367,0.314
CAND000682,Placement Prep,Placement Prep - what nobody tells you,"Ee video alli navu Swift bagge nodona. First, swift basics, then a quick example with real code.",// Swift example,Whiteboard diagram explaining system architecture,Kannada-English,0.92,Swift|Dart,,,Career,career,Motivation,Beginner,29,CR000017,2025-06-27T11:53:46,0.894,0.094,0.281,0.599,0.559,0.228
CAND000683,Internship Advice,Internship Advice - what nobody tells you,"Let's break down the basics of Backend step by step, starting from what it actually is.",,Person explaining AWS architecture using a whiteboard,English,0.96,,,,Career,career,Interview Preparation,Beginner,60,CR000099,2025-05-05T00:02:58,0.527,0.26,0.229,0.574,0.382,0.162
CAND000684,Developer Tools update (2026),Latest in Developer Tools,"Indha video la naam JavaScript pathi parkalam. First, javascript basics, then a quick example with real code.",const res = await fetch('/api/data');,Terminal window running JavaScript commands,Tamil-English,0.93,JavaScript,GCP|Redis,,Technology News,tech_news,News,Beginner,38,CR000039,2025-03-12T22:55:45,0.539,0.224,0.368,0.066,0.401,0.293
CAND000685,Why Rust's Ownership Model Prevents Memory Bugs,Learn why rust's ownership model prevents memory bugs in under a minute,"Let's break down the basics of Scala step by step, starting from what it actually is.",// Scala example,Split-screen code and output comparison,English,0.78,Scala,,Angular,Hardware,tech_educational,Curiosity,Beginner,35,CR000084,2025-02-04T20:07:17,0.551,0.318,0.606,0.451,0.465,0.239
CAND000686,Resume Tips,Resume Tips - what nobody tells you,"Here's how Ruby behaves at scale, and the trade-offs engineers make in production systems.",// Ruby example,Split-screen code and output comparison,English,0.84,Ruby,,,Career,career,Career,Advanced,10,CR000038,2025-10-22T11:20:17,0.342,0.34,0.246,0.65,0.349,0.352
CAND000687,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,10 AI tools that will GUARANTEE you a job in 2026!!!,,Cybersecurity terminal showing network commands,English,0.88,,,,Career,hype,Motivation,Intermediate,40,CR000097,2025-04-05T20:51:26,0.06,0.669,0.337,0.062,0.0,0.132
CAND000688,C explained simply,Learn c explained simply in under a minute,"Ee video alli navu C bagge nodona. First, c basics, then a quick example with real code.",// C example,Laptop screen showing C code in an IDE,Kannada-English,0.87,C,,Node.js,Hardware,tech_educational,Curiosity,Advanced,14,CR000064,2025-07-01T08:11:00,0.858,0.155,0.894,0.694,0.599,0.324
CAND000689,OOP explained simply,Learn oop explained simply in under a minute,"Aaj hum dekhenge ki Software Engineering kaise kaam karta hai. First, software engineering basics, then a quick example with real code.",,Neural network diagram with labeled layers,Hindi-English,0.8,,,Laravel,Backend,tech_educational,Curiosity,Intermediate,44,CR000080,2025-10-31T09:21:01,0.808,0.326,0.826,0.582,0.674,0.159
CAND000690,Technical Interviews,Technical Interviews - what nobody tells you,"Here's how PHP behaves at scale, and the trade-offs engineers make in production systems.",// PHP example,Whiteboard diagram explaining system architecture,English,0.78,PHP|TypeScript,,,Career,career,Motivation,Advanced,17,CR000039,2025-07-26T00:47:56,0.735,0.099,0.268,0.616,0.679,0.31
CAND000691,Java explained simply,Learn java explained simply in under a minute,"Indha video la naam Java pathi parkalam. First, java basics, then a quick example with real code.",public static void main(String[] args),Terminal window running Java commands,Tamil-English,0.98,Java,,React,Cloud,tech_educational,Curiosity,Beginner,29,CR000043,2025-06-14T18:56:39,0.804,0.082,0.803,0.365,0.531,0.282
CAND000692,Coding Interviews,Coding Interviews - what nobody tells you,"If you're preparing for placements, don't just memorize Software Engineering answers - understand how it actually works under the hood.",,Gaming setup with GPU comparison on screen,English,0.93,,,,Career,career,Interview Preparation,Intermediate,65,CR000001,2025-10-18T22:24:53,0.763,0.093,0.227,0.682,0.705,0.187
CAND000693,Java explained simply,Learn java explained simply in under a minute,"Let's break down the basics of Java step by step, starting from what it actually is.",,Split-screen code and output comparison,English,0.9,Java|C++,,,AI/ML,tech_educational,Curiosity,Beginner,57,CR000075,2025-03-02T15:45:29,0.777,0.035,0.732,0.502,0.623,0.242
CAND000694,Movies moment that broke the internet,Movies content - just for laughs,"Aaj hum dekhenge ki Networking kaise kaam karta hai. First, networking basics, then a quick example with real code.",,Funny reaction clip with captions,Hindi-English,0.98,,,,Movies,entertainment,Humor,Beginner,88,CR000034,2025-04-08T12:25:26,0.383,0.354,0.298,0.213,0.404,1.0
CAND000695,Cricket moment that broke the internet,Cricket content - just for laughs,"If you're preparing for placements, don't just memorize DSA answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,Hindi,0.83,,,,Cricket,entertainment,Humor,Intermediate,37,CR000038,2025-07-31T23:12:26,0.288,0.645,0.141,0.125,0.321,0.786
CAND000696,Kotlin developers be like,POV: debugging Kotlin at 2am,When your Kotlin code works on the first try but you have no idea why. Every developer knows this feeling.,// Kotlin example,Laptop screen showing Kotlin code in an IDE,English,0.86,Kotlin,,,Software Engineering,programming_meme,Entertainment,Advanced,50,CR000078,2025-06-23T03:23:22,0.169,0.404,0.252,0.227,0.111,0.789
CAND000697,Music moment that broke the internet,Music content - just for laughs,"Here's how Caching behaves at scale, and the trade-offs engineers make in production systems.",,Stadium crowd celebrating a goal/wicket,Hindi,0.93,,,,Music,entertainment,Entertainment,Advanced,21,CR000026,2025-08-25T23:18:05,0.346,0.21,0.292,0.104,0.351,0.978
CAND000698,Programming developers be like,POV: debugging Programming at 2am,When your Software Engineering code works on the first try but you have no idea why. Every developer knows this feeling.,,Two laptops side by side for a spec comparison,Tamil,0.9,,,,Software Engineering,programming_meme,Entertainment,Beginner,13,CR000085,2025-07-23T16:54:26,0.571,0.143,0.156,0.13,0.415,0.956
CAND000699,Dart explained simply,Learn dart explained simply in under a minute,"Let's break down the basics of Dart step by step, starting from what it actually is.",// Dart example,Terminal window running Dart commands,English,0.99,Dart,Docker|Kubernetes,,Frontend,tech_educational,Learning,Beginner,11,CR000009,2025-07-28T16:39:59,0.714,0.043,0.71,0.417,0.622,0.154
CAND000700,Gaming moment that broke the internet,Gaming content - just for laughs,"Here's how C++ behaves at scale, and the trade-offs engineers make in production systems.","int main() { std::cout << ""hi""; }",Dance/lipsync trend clip,English,0.85,C++|Swift,,,Gaming,entertainment,Humor,Advanced,53,CR000011,2025-05-11T02:52:32,0.707,0.257,0.215,0.094,0.557,0.813
CAND000701,Cybersecurity News update (2026),Latest in Cybersecurity News,"Let's break down the basics of Scala step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,Tamil,0.97,Scala|Rust,Jenkins|Redis,,Technology News,tech_news,News,Beginner,75,CR000072,2025-09-08T07:24:25,0.54,0.741,0.24,0.147,0.511,0.322
CAND000702,Scala explained simply,Learn scala explained simply in under a minute,"Ee video alli navu Scala bagge nodona. First, scala basics, then a quick example with real code.",,Laptop screen showing Scala code in an IDE,Kannada-English,0.93,Scala,Git,Laravel,Data Science,tech_educational,Project Help,Intermediate,81,CR000099,2025-06-20T22:05:40,0.74,0.19,0.596,0.444,0.703,0.316
CAND000703,You NEED to learn this or you'll be jobless by 2027,You NEED to learn this or you'll be jobless by 2027,Learn EVERYTHING about coding in 24 hours!,,Neural network diagram with labeled layers,Tamil,0.97,,,,Career,hype,Motivation,Beginner,71,CR000035,2025-02-08T02:50:42,0.359,0.864,0.121,0.201,0.293,0.287
CAND000704,Cricket moment that broke the internet,Cricket content - just for laughs,"Ee video lo manam R gurinchi chuddam. First, r basics, then a quick example with real code.",// C# example,Stadium crowd celebrating a goal/wicket,Telugu-English,0.86,R|C#,,,Cricket,entertainment,Entertainment,Intermediate,55,CR000005,2025-01-18T13:40:12,0.481,0.167,0.128,0.168,0.457,0.891
CAND000705,Movies moment that broke the internet,Movies content - just for laughs,"If you're preparing for placements, don't just memorize SQL answers - understand how it actually works under the hood.",SELECT * FROM students;,Dance/lipsync trend clip,English,0.76,SQL,,,Movies,entertainment,Humor,Intermediate,90,CR000042,2025-09-14T11:49:44,0.112,0.11,0.209,0.19,0.038,0.838
CAND000706,Technical Interviews,Technical Interviews - what nobody tells you,"Let's break down the basics of LLD step by step, starting from what it actually is.",,Two laptops side by side for a spec comparison,Malayalam,0.87,,,,Career,career,Career,Beginner,17,CR000048,2025-08-20T08:26:37,0.657,0.381,0.31,0.632,0.61,0.166
CAND000707,Software Engineering Careers,Software Engineering Careers - what nobody tells you,"Let's break down the basics of C step by step, starting from what it actually is.",// C example,Whiteboard diagram explaining system architecture,English,0.9,C,,,Career,career,Interview Preparation,Beginner,56,CR000026,2025-03-02T17:58:11,0.819,0.109,0.163,0.708,0.556,0.142
CAND000708,Cybersecurity News update (2026),Latest in Cybersecurity News,"If you're preparing for placements, don't just memorize Python answers - understand how it actually works under the hood.",def train_model(data): ...,Whiteboard diagram explaining system architecture,English,0.76,Python,Git|Elasticsearch,,Technology News,tech_news,News,Intermediate,46,CR000022,2025-10-12T06:07:17,0.318,0.451,0.218,0.227,0.268,0.284
CAND000709,Developer Tools update (2025),Latest in Developer Tools,"Indha video la naam C++ pathi parkalam. First, c++ basics, then a quick example with real code.",SELECT * FROM students;,Split-screen code and output comparison,Tamil-English,0.86,C++|Go|SQL,Git|Redis,,Technology News,tech_news,News,Beginner,8,CR000090,2025-07-22T14:46:30,0.654,0.425,0.263,0.115,0.46,0.103
CAND000710,JavaScript developers be like,POV: debugging JavaScript at 2am,When your JavaScript code works on the first try but you have no idea why. Every developer knows this feeling.,,Laptop screen showing JavaScript code in an IDE,English,0.77,JavaScript|Dart,,,Software Engineering,programming_meme,Entertainment,Intermediate,44,CR000046,2025-09-18T11:41:23,0.495,0.491,0.253,0.215,0.396,0.916
CAND000711,Memes moment that broke the internet,Memes content - just for laughs,"Ee video alli navu LLD bagge nodona. First, lld basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Kannada-English,0.99,,,,Memes,entertainment,Humor,Beginner,42,CR000042,2025-02-15T21:13:11,0.287,0.122,0.223,0.161,0.313,0.846
CAND000712,Ruby explained simply,Learn ruby explained simply in under a minute,"Ee video alli navu Ruby bagge nodona. First, ruby basics, then a quick example with real code.",,Terminal window running Ruby commands,Kannada-English,0.9,Ruby|C++,,Next.js,Frontend,tech_educational,Interview Preparation,Beginner,25,CR000072,2025-05-21T20:47:54,0.617,0.333,0.633,0.447,0.444,0.326
CAND000713,Gaming moment that broke the internet,Gaming content - just for laughs,"If you're preparing for placements, don't just memorize DevOps answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.9,,,,Gaming,entertainment,Humor,Intermediate,36,CR000012,2025-11-27T05:56:04,0.19,0.42,0.337,0.189,0.298,0.941
CAND000714,Hardware Launches update (2026),Latest in Hardware Launches,"Ee video lo manam SQL gurinchi chuddam. First, sql basics, then a quick example with real code.",SELECT * FROM students;,Split-screen code and output comparison,Telugu-English,0.95,SQL,PostgreSQL|Jenkins,,Technology News,tech_news,News,Beginner,76,CR000001,2025-11-06T04:28:53,0.531,0.189,0.174,0.265,0.342,0.311
CAND000715,Become an AI Engineer in just 7 days - no experience needed!,Become an AI Engineer in just 7 days - no experience needed!,Top secret AI trick recruiters don't want you to know,,Cybersecurity terminal showing network commands,Hindi-English,0.92,,,,AI/ML,hype,Motivation,Beginner,37,CR000097,2025-03-08T06:33:02,0.223,0.392,0.279,0.141,0.273,0.27
CAND000716,Resume Tips,Resume Tips - what nobody tells you,"Let's break down the basics of Scala step by step, starting from what it actually is.",// Ruby example,Split-screen code and output comparison,Hindi,0.94,Scala|Ruby|Python,,,Career,career,Motivation,Beginner,47,CR000100,2025-02-09T23:14:15,0.821,0.156,0.191,0.662,0.74,0.206
CAND000717,Placement Prep,Placement Prep - what nobody tells you,"If you're preparing for placements, don't just memorize Dart answers - understand how it actually works under the hood.",// Dart example,Laptop screen showing Dart code in an IDE,English,0.82,Dart,,,Career,career,Interview Preparation,Intermediate,35,CR000062,2025-08-15T17:13:00,0.748,0.08,0.186,0.598,0.628,0.292
CAND000718,LLD explained simply,Learn lld explained simply in under a minute,"Let's break down the basics of Databases step by step, starting from what it actually is.",,Two laptops side by side for a spec comparison,English,0.77,,Git|Docker,Ktor,Career,tech_educational,Project Help,Beginner,64,CR000055,2025-02-16T07:00:07,0.77,0.307,0.825,0.325,0.817,0.153
CAND000719,Programming Language Updates update (2025),Latest in Programming Language Updates,"Here's how Frontend behaves at scale, and the trade-offs engineers make in production systems.",,Gaming setup with GPU comparison on screen,English,0.94,,GCP|MongoDB,,Technology News,tech_news,News,Advanced,24,CR000091,2025-10-05T23:05:20,0.456,0.408,0.242,0.22,0.217,0.187
CAND000720,Programming Language Updates update (2026),Latest in Programming Language Updates,"Here's how C behaves at scale, and the trade-offs engineers make in production systems.",// C example,Split-screen code and output comparison,English,0.78,C|Dart,AWS|PostgreSQL,,Technology News,tech_news,News,Advanced,50,CR000022,2025-06-12T15:45:14,0.513,0.093,0.067,0.178,0.288,0.31
CAND000721,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Let's break down the basics of Caching step by step, starting from what it actually is.",,Funny reaction clip with captions,English,0.82,,,,Celebrity Fiction,entertainment,Entertainment,Beginner,61,CR000019,2025-10-10T22:37:23,0.668,0.203,0.178,0.231,0.38,0.742
CAND000722,Scala explained simply,Learn scala explained simply in under a minute,"If you're preparing for placements, don't just memorize Scala answers - understand how it actually works under the hood.",// Scala example,Whiteboard diagram explaining system architecture,Bengali,0.9,Scala,,Flask,Mobile Development,tech_educational,Learning,Intermediate,84,CR000089,2025-11-15T07:58:29,0.679,0.163,0.637,0.488,0.557,0.226
CAND000723,Placement Prep,Placement Prep - what nobody tells you,"Aaj hum dekhenge ki C# kaise kaam karta hai. First, c# basics, then a quick example with real code.",,Terminal window running C# commands,Hindi-English,0.89,C#|JavaScript,,,Career,career,Interview Preparation,Beginner,32,CR000075,2025-03-01T07:03:15,0.864,0.23,0.221,0.702,0.818,0.269
CAND000724,Kotlin developers be like,POV: debugging Kotlin at 2am,When your Kotlin code works on the first try but you have no idea why. Every developer knows this feeling.,// Kotlin example,Laptop screen showing Kotlin code in an IDE,English,0.98,Kotlin,,,Software Engineering,programming_meme,Entertainment,Intermediate,83,CR000042,2025-05-09T08:25:17,0.353,0.485,0.366,0.186,0.255,0.888
CAND000725,Resume Tips,Resume Tips - what nobody tells you,"If you're preparing for placements, don't just memorize SQL answers - understand how it actually works under the hood.",,Whiteboard diagram explaining system architecture,English,0.85,SQL,,,Career,career,Interview Preparation,Intermediate,61,CR000090,2025-05-17T14:03:15,0.563,0.121,0.155,0.672,0.553,0.386
CAND000726,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Aaj hum dekhenge ki Memory Management kaise kaam karta hai. First, memory management basics, then a quick example with real code.",,Stadium crowd celebrating a goal/wicket,Hindi-English,0.85,,,,Celebrity Fiction,entertainment,Entertainment,Intermediate,12,CR000053,2025-08-01T22:37:33,0.693,0.18,0.15,0.094,0.524,0.822
CAND000727,Programming developers be like,POV: debugging Programming at 2am,When your Data Science code works on the first try but you have no idea why. Every developer knows this feeling.,,Person explaining AWS architecture using a whiteboard,English,0.86,,,,Software Engineering,programming_meme,Entertainment,Beginner,66,CR000057,2025-04-22T20:49:26,0.544,0.652,0.171,0.062,0.502,0.833
CAND000728,Java explained simply,Learn java explained simply in under a minute,"Let's break down the basics of Java step by step, starting from what it actually is.",,Whiteboard diagram explaining system architecture,Tamil,0.9,Java,Kafka,PyTorch,Software Engineering,tech_educational,Curiosity,Beginner,27,CR000061,2025-06-08T17:37:45,0.913,0.176,0.92,0.369,0.715,0.339
CAND000729,Movies moment that broke the internet,Movies content - just for laughs,"If you're preparing for placements, don't just memorize Databases answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,Malayalam,0.9,,,,Movies,entertainment,Humor,Intermediate,79,CR000072,2025-11-06T00:06:37,0.444,0.075,0.258,0.294,0.326,0.854
CAND000730,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"Let's break down the basics of Microservices step by step, starting from what it actually is.",,Movie clip montage with trending audio,Malayalam,0.85,,,,Celebrity Fiction,entertainment,Humor,Beginner,77,CR000081,2025-03-01T18:05:57,0.279,0.457,0.219,0.162,0.225,0.685
CAND000731,5 tools that will REPLACE every programmer by 2027,5 tools that will REPLACE every programmer by 2027,Become an AI Engineer in just 7 days - no experience needed!,,Gaming setup with GPU comparison on screen,English,0.86,,,,Career,hype,Promotion,Intermediate,21,CR000036,2025-04-17T10:42:48,0.626,0.751,0.267,0.266,0.65,0.218
CAND000732,Go explained simply,Learn go explained simply in under a minute,"Let's break down the basics of Go step by step, starting from what it actually is.","func main() { fmt.Println(""hello"") }",Whiteboard diagram explaining system architecture,English,0.98,Go,,React,Cloud,tech_educational,Interview Preparation,Beginner,79,CR000061,2025-04-18T03:23:21,0.938,0.246,0.938,0.431,0.734,0.322
CAND000733,5 tools that will REPLACE every programmer by 2027,5 tools that will REPLACE every programmer by 2027,"This ONE skill will make you ₹50 LPA, guaranteed!",,Person explaining AWS architecture using a whiteboard,English,0.96,,,,Career,hype,Promotion,Intermediate,54,CR000053,2025-08-05T16:49:27,0.0,0.74,0.23,0.304,0.006,0.254
CAND000734,Learn EVERYTHING about coding in 24 hours!,Learn EVERYTHING about coding in 24 hours!,"This ONE skill will make you ₹50 LPA, guaranteed!",,Cybersecurity terminal showing network commands,Tamil,0.86,,,,Career,hype,Motivation,Advanced,84,CR000046,2025-08-30T05:20:42,0.222,0.91,0.197,0.099,0.049,0.217
CAND000735,Football moment that broke the internet,Football content - just for laughs,"Let's break down the basics of Rust step by step, starting from what it actually is.",// Swift example,Funny reaction clip with captions,English,0.92,Rust|PHP|Swift,,,Football,entertainment,Entertainment,Beginner,9,CR000033,2025-08-19T03:07:13,0.733,0.061,0.238,0.02,0.665,0.948
CAND000736,Kotlin developers be like,POV: debugging Kotlin at 2am,When your Kotlin code works on the first try but you have no idea why. Every developer knows this feeling.,// Kotlin example,Split-screen code and output comparison,Tamil-English,0.88,Kotlin,,,Software Engineering,programming_meme,Entertainment,Beginner,19,CR000085,2025-05-13T08:28:14,0.398,0.39,0.203,0.188,0.17,0.875
CAND000737,Lifestyle moment that broke the internet,Lifestyle content - just for laughs,"If you're preparing for placements, don't just memorize Frontend answers - understand how it actually works under the hood.",,Stadium crowd celebrating a goal/wicket,English,0.91,,,,Lifestyle,entertainment,Humor,Intermediate,60,CR000011,2025-10-14T09:52:51,0.456,0.326,0.191,0.085,0.403,0.886
CAND000738,Movies moment that broke the internet,Movies content - just for laughs,"Ee video alli navu Web Development bagge nodona. First, web development basics, then a quick example with real code.",,Dance/lipsync trend clip,Kannada-English,0.8,,,,Movies,entertainment,Humor,Intermediate,37,CR000007,2025-02-26T20:10:54,0.233,0.388,0.073,0.049,0.243,0.982
CAND000739,How Database Indexes Speed Up Queries,Learn how database indexes speed up queries in under a minute,"Indha video la naam Software Engineering pathi parkalam. First, software engineering basics, then a quick example with real code.",,Two laptops side by side for a spec comparison,Tamil-English,0.85,,,TensorFlow,Backend,tech_educational,Project Help,Intermediate,75,CR000009,2025-08-19T00:54:40,0.503,0.276,0.527,0.439,0.392,0.224
CAND000740,Resume Tips,Resume Tips - what nobody tells you,"If you're preparing for placements, don't just memorize PHP answers - understand how it actually works under the hood.",// PHP example,Whiteboard diagram explaining system architecture,English,0.97,PHP,,,Career,career,Career,Intermediate,65,CR000018,2025-01-12T14:57:04,0.843,0.264,0.131,0.619,0.792,0.233
CAND000741,Music moment that broke the internet,Music content - just for laughs,"If you're preparing for placements, don't just memorize Ruby answers - understand how it actually works under the hood.",// Ruby example,Stadium crowd celebrating a goal/wicket,Tamil,0.87,Ruby,,,Music,entertainment,Humor,Intermediate,11,CR000009,2025-07-25T12:20:42,0.216,0.102,0.207,0.17,0.16,0.983
CAND000742,Cricket moment that broke the internet,Cricket content - just for laughs,"Let's break down the basics of Backend step by step, starting from what it actually is.",,Stadium crowd celebrating a goal/wicket,English,0.85,,,,Cricket,entertainment,Entertainment,Beginner,62,CR000071,2025-01-20T10:20:00,0.435,0.171,0.296,0.205,0.309,0.92
CAND000743,Top secret AI trick recruiters don't want you to know,Top secret AI trick recruiters don't want you to know,Top secret AI trick recruiters don't want you to know,,Neural network diagram with labeled layers,English,0.99,,,,AI/ML,hype,Motivation,Intermediate,79,CR000015,2025-05-26T15:00:08,0.341,0.865,0.095,0.0,0.371,0.002
CAND000744,Gaming moment that broke the internet,Gaming content - just for laughs,"Ee video alli navu Software Engineering bagge nodona. First, software engineering basics, then a quick example with real code.",,Funny reaction clip with captions,Kannada-English,0.94,,,,Gaming,entertainment,Entertainment,Beginner,75,CR000085,2025-02-06T13:22:55,0.511,0.476,0.191,0.101,0.485,0.852
CAND000745,JavaScript developers be like,POV: debugging JavaScript at 2am,When your JavaScript code works on the first try but you have no idea why. Every developer knows this feeling.,// Dart example,Split-screen code and output comparison,English,0.76,JavaScript|Dart|Scala,,,Software Engineering,programming_meme,Entertainment,Intermediate,78,CR000077,2025-09-19T10:10:13,0.871,0.431,0.135,0.057,0.559,0.875
CAND000746,Celebrity Fiction moment that broke the internet,Celebrity Fiction content - just for laughs,"If you're preparing for placements, don't just memorize Load Balancing answers - understand how it actually works under the hood.",,Movie clip montage with trending audio,English,0.82,,,,Celebrity Fiction,entertainment,Entertainment,Intermediate,48,CR000028,2025-11-23T18:50:47,0.515,0.445,0.229,0.148,0.45,0.64
CAND000747,Cloud News update (2026),Latest in Cloud News,"If you're preparing for placements, don't just memorize C answers - understand how it actually works under the hood.",,Whiteboard diagram explaining system architecture,English,0.8,C,Terraform|Linux,,Technology News,tech_news,News,Intermediate,33,CR000052,2025-01-25T15:52:35,0.777,0.12,0.041,0.123,0.601,0.302
